SKU,Product Title,Element Symbol,Element Name,Atomic Number,Collection Type,Retail Price,Current Stock,Status,Available for Subscription,Tags,Notes
UA10g,Yellowcake (Uranyl Acetate),U,Uranium,92.0,Other (Bulk/Bottle),,0.0,Draft,No,"class:exotic, purity:none, size:small",Out of stock; Draft
Au_cry_1-2g,Gold 99.99% crystal,Au,Gold,79.0,Other (Sample),300.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:4N, size:small",Precious metal - exclude from normal assignment; Out of stock
Au_cry_2-2.5g,Gold 99.99% crystal,Au,Gold,79.0,Other (Sample),375.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:4N, size:small",Precious metal - exclude from normal assignment; Out of stock
Au_cry_2.5-3g,Gold 99.99% crystal,Au,Gold,79.0,Other (Sample),500.0,0.0,Active,No,"class:precious, elements, form:crystal, purity:4N, size:small",Precious metal - exclude from normal assignment; Out of stock
UA15x60mm_1g,Uranyl Acetate,U,Uranium,92.0,Other (Bulk/Bottle),18.0,1.0,Draft,No,"Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake",Draft
UA15x60mm_10g,Uranyl Acetate,U,Uranium,92.0,Other (Bulk/Bottle),150.0,1.0,Draft,No,"Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake",Draft
US15x60mm_1g,Uranyl Sulfate,U,Uranium,92.0,Other (Bulk/Bottle),24.0,1.0,Draft,No,"Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake",Draft
US10g,Uranyl Sulfate,U,Uranium,92.0,Other (Bulk/Bottle),,1.0,Draft,No,"Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake",Draft
TN15x60mm_1g,Thorium Nitrate,Th,Thorium,90.0,Other (Bulk/Bottle),50.0,1.0,Draft,No,"Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake",Draft
TN10g,Thorium Nitrate,Th,Thorium,90.0,Other (Bulk/Bottle),,1.0,Draft,No,"Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake",Draft
set5gas,Noble Gas Element Collection: Low-Pressure Ionizing Ampule Set (5-Piece Bundle with Display),,,,Ampoule,75.0,2.0,Active,No,"form:ampoule, purity:none, size:standard",
Mo10.1mm,Molybdenum Metal Cube 99.95%,Mo,Molybdenum,42.0,10mm Cube,1.25,12.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Mo10mm,Molybdenum Metal Cube 99.95%,Mo,Molybdenum,42.0,10mm Cube,8.5,80.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Mo25.4mm,Molybdenum Metal Cube 99.95%,Mo,Molybdenum,42.0,25.4mm Cube,67.5,60.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Mo50mm,Molybdenum Metal Cube 99.95%,Mo,Molybdenum,42.0,50mm Cube,225.0,8.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ta10.1mm,Tantalum Metal Cube 99.95%,Ta,Tantalum,73.0,10mm Cube,2.5,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Ta10mm,Tantalum Metal Cube 99.95%,Ta,Tantalum,73.0,10mm Cube,32.0,131.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ta25.4mm,Tantalum Metal Cube 99.95%,Ta,Tantalum,73.0,25.4mm Cube,552.0,17.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
W10.1mm,Tungsten Metal Cube 99.95%,W,Tungsten,74.0,10mm Cube,5.25,7.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
W10mm,Tungsten Metal Cube 99.95%,W,Tungsten,74.0,10mm Cube,18.0,73.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
W25.4mm,Tungsten Metal Cube 99.95%,W,Tungsten,74.0,25.4mm Cube,149.6,6.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
W50mm,Tungsten Metal Cube 99.95%,W,Tungsten,74.0,50mm Cube,950.0,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Al10.1mm,Aluminum Metal Cube 99.9%,Al,Aluminum,13.0,10mm Cube,1.25,10.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Al10mm,Aluminum Metal Cube 99.9%,Al,Aluminum,13.0,10mm Cube,9.5,83.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Al25.4mm,Aluminum Metal Cube 99.9%,Al,Aluminum,13.0,25.4mm Cube,20.0,36.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Al50mm,Aluminum Metal Cube 99.9%,Al,Aluminum,13.0,50mm Cube,61.0,4.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Cu10.1mm,Copper Metal Cube 99.95%,Cu,Copper,29.0,10mm Cube,3.15,99.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Cu10mm,Copper Metal Cube 99.95%,Cu,Copper,29.0,10mm Cube,7.5,79.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Cu25.4mm,Copper Metal Cube 99.95%,Cu,Copper,29.0,25.4mm Cube,27.0,27.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Cu50mm,Copper Metal Cube 99.95%,Cu,Copper,29.0,50mm Cube,119.0,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
Zn10.1mm,Zinc Metal Cube 99.99%,Zn,Zinc,30.0,10mm Cube,1.25,34.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Zn10mm,Zinc Metal Cube 99.99%,Zn,Zinc,30.0,10mm Cube,6.5,144.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Zn25.4mm,Zinc Metal Cube 99.99%,Zn,Zinc,30.0,25.4mm Cube,22.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
Zn50mm,Zinc Metal Cube 99.99%,Zn,Zinc,30.0,50mm Cube,91.5,3.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Pr10mm_sg,Praseodymium Metal Cube 99.5%,Pr,Praseodymium,59.0,10mm Cube,20.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Pr10mm,Praseodymium Metal Cube 99.5%,Pr,Praseodymium,59.0,10mm Cube,130.0,16.0,Active,Yes,"class:exotic, form:cube, purity:none, size:micro",
La10mm_sg,Lanthanum Metal Cube 99.5%,La,Lanthanum,57.0,10mm Cube,20.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
La10mm_oil,Lanthanum Metal Cube 99.5%,La,Lanthanum,57.0,10mm Cube,45.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
La10mm,Lanthanum Metal Cube 99.5%,La,Lanthanum,57.0,10mm Cube,119.75,13.0,Active,Yes,"class:exotic, form:cube, purity:none, size:micro",
Gd10.1mm,Gadolinium Metal Cube 99.9%,Gd,Gadolinium,64.0,10mm Cube,1.75,0.0,Active,No,"class:exotic, form:cube, purity:3N, size:micro",Out of stock
Gd10mm,Gadolinium Metal Cube 99.9%,Gd,Gadolinium,64.0,10mm Cube,26.0,42.0,Active,Yes,"class:exotic, form:cube, purity:3N, size:micro",
Gd25.4mm,Gadolinium Metal Cube 99.9%,Gd,Gadolinium,64.0,25.4mm Cube,140.0,28.0,Active,Yes,"class:exotic, form:cube, purity:3N, size:micro",
Nd10mm_sg,Neodymium Metal Cube 99.5%,Nd,Neodymium,60.0,10mm Cube,20.0,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Nd10mm,Neodymium Metal Cube 99.5%,Nd,Neodymium,60.0,10mm Cube,130.0,14.0,Active,Yes,"class:exotic, form:cube, purity:none, size:micro",
Nd10mm_small,Neodymium Metal Cube 99.5%,Nd,Neodymium,60.0,10mm Cube,113.75,0.0,Active,No,"class:exotic, form:cube, purity:none, size:micro",Out of stock
Hf10.1mm,Hafnium Metal Cube 99.95%,Hf,Hafnium,72.0,10mm Cube,8.0,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Hf10mm,Hafnium Metal Cube 99.95%,Hf,Hafnium,72.0,10mm Cube,97.0,133.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Hf25.4mm,Hafnium Metal Cube 99.95%,Hf,Hafnium,72.0,25.4mm Cube,1685.0,8.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ru10.1mm_1g,Ruthenium Cube 99.95%,Ru,Ruthenium,44.0,10mm Cube,100.0,0.0,Active,No,"class:precious, form:cube, purity:3N, size:micro",Precious metal - exclude from normal assignment; Out of stock
Ru10mm,Ruthenium Cube 99.95%,Ru,Ruthenium,44.0,10mm Cube,1150.0,5.0,Active,No,"class:precious, form:cube, purity:3N, size:micro",Precious metal - exclude from normal assignment
Ru25.4mm,Ruthenium Cube 99.95%,Ru,Ruthenium,44.0,25.4mm Cube,24850.0,2.0,Active,No,"class:precious, form:cube, purity:3N, size:micro",Precious metal - exclude from normal assignment
Y10.1mm,Yttrium Metal Cube 99.95%,Y,Yttrium,39.0,10mm Cube,4.4,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Y10mm,Yttrium Metal Cube 99.95%,Y,Yttrium,39.0,10mm Cube,19.0,72.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Y25.4mm,Yttrium Metal Cube 99.95%,Y,Yttrium,39.0,25.4mm Cube,250.0,9.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
C10.1mm,Carbon Cube 99.9%,C,Carbon,6.0,10mm Cube,1.25,125.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
C10mm,Carbon Cube 99.9%,C,Carbon,6.0,10mm Cube,5.75,39.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
C25.4mm,Carbon Cube 99.9%,C,Carbon,6.0,25.4mm Cube,12.6,91.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
C50mm,Carbon Cube 99.9%,C,Carbon,6.0,50mm Cube,30.0,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
Co10.1mm,Cobalt Metal Cube 99.95%,Co,Cobalt,27.0,10mm Cube,1.5,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Co10mm,Cobalt Metal Cube 99.95%,Co,Cobalt,27.0,10mm Cube,8.0,82.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Co25.4mm,Cobalt Metal Cube 99.95%,Co,Cobalt,27.0,25.4mm Cube,79.0,60.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Co50mm,Cobalt Metal Cube 99.95%,Co,Cobalt,27.0,50mm Cube,777.35,12.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
V10.1mm,Vanadium Metal Cube 99.95%,V,Vanadium,23.0,10mm Cube,1.5,5.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
V10mm,Vanadium Metal Cube 99.95%,V,Vanadium,23.0,10mm Cube,19.0,289.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
V25.4mm,Vanadium Metal Cube 99.95%,V,Vanadium,23.0,25.4mm Cube,240.0,12.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Zr10.1mm,Zirconium Metal Cube 97%,Zr,Zirconium,40.0,10mm Cube,4.4,10.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Zr10mm,Zirconium Metal Cube 97%,Zr,Zirconium,40.0,10mm Cube,9.0,54.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Zr25.4mm,Zirconium Metal Cube 97%,Zr,Zirconium,40.0,25.4mm Cube,49.0,136.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Zr50mm,Zirconium Metal Cube 97%,Zr,Zirconium,40.0,50mm Cube,140.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Fe10.1mm,Iron Metal Cube 99.9%,Fe,Iron,26.0,10mm Cube,1.25,181.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Fe10mm,Iron Metal Cube 99.9%,Fe,Iron,26.0,10mm Cube,7.0,79.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Fe25.4mm,Iron Metal Cube 99.9%,Fe,Iron,26.0,25.4mm Cube,25.75,22.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Fe50mm,Iron Metal Cube 99.9%,Fe,Iron,26.0,50mm Cube,90.0,1.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Cr10.1mm,Chromium Metal Cube 99.7%,Cr,Chromium,24.0,10mm Cube,1.25,96.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Cr10mm,Chromium Metal Cube 99.7%,Cr,Chromium,24.0,10mm Cube,11.0,129.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Cr25.4mm,Chromium Metal Cube 99.7%,Cr,Chromium,24.0,25.4mm Cube,37.0,26.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Cr50mm,Chromium Metal Cube 99.7%,Cr,Chromium,24.0,50mm Cube,130.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Mg10.1mm,Magnesium Metal Cube 99.95%,Mg,Magnesium,12.0,10mm Cube,1.25,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
Mg10mm,Magnesium Metal Cube 99.95%,Mg,Magnesium,12.0,10mm Cube,13.0,369.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Mg25.4mm,Magnesium Metal Cube 99.95%,Mg,Magnesium,12.0,25.4mm Cube,55.0,88.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Mg50mm,Magnesium Metal Cube 99.95%,Mg,Magnesium,12.0,50mm Cube,125.0,3.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Cd10.1mm,Cadmium Metal Cube 99.99%,Cd,Cadmium,48.0,10mm Cube,1.25,2.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Cd10mm,Cadmium Metal Cube 99.99%,Cd,Cadmium,48.0,10mm Cube,21.0,66.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Cd25.4mm,Cadmium Metal Cube 99.99%,Cd,Cadmium,48.0,25.4mm Cube,100.0,6.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Cd50mm,Cadmium Metal Cube 99.99%,Cd,Cadmium,48.0,50mm Cube,225.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
Sn10.1mm,Tin Metal Cube 99.9%,Sn,Tin,50.0,10mm Cube,1.25,24.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Sn10mm,Tin Metal Cube 99.9%,Sn,Tin,50.0,10mm Cube,7.5,130.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Sn25.4mm,Tin Metal Cube 99.9%,Sn,Tin,50.0,25.4mm Cube,63.0,33.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Sn50mm,Tin Metal Cube 99.9%,Sn,Tin,50.0,50mm Cube,214.44,8.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Ti10.1mm,Titanium Metal Cube 99.5%,Ti,Titanium,22.0,10mm Cube,4.4,18.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Ti10mm,Titanium Metal Cube 99.5%,Ti,Titanium,22.0,10mm Cube,6.75,83.0,Active,Yes,"class:mid, form:cube, purity:none, size:micro",
Ti25.4mm,Titanium Metal Cube 99.5%,Ti,Titanium,22.0,25.4mm Cube,24.75,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Ti50mm,Titanium Metal Cube 99.5%,Ti,Titanium,22.0,50mm Cube,99.0,0.0,Active,No,"class:mid, form:cube, purity:none, size:micro",Out of stock
Sb10.1mm,Antimony Metal Cube 99.95%,Sb,Antimony,51.0,10mm Cube,2.0,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Sb10mm,Antimony Metal Cube 99.95%,Sb,Antimony,51.0,10mm Cube,25.0,187.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Sb25.4mm,Antimony Metal Cube 99.95%,Sb,Antimony,51.0,25.4mm Cube,70.0,88.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Sb50mm,Antimony Metal Cube 99.95%,Sb,Antimony,51.0,50mm Cube,375.0,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Bi10.1mm,Bismuth Metal Cube 99.99%,Bi,Bismuth,83.0,10mm Cube,1.25,58.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Bi10mm,Bismuth Metal Cube 99.99%,Bi,Bismuth,83.0,10mm Cube,10.75,98.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Bi25.4mm,Bismuth Metal Cube 99.99%,Bi,Bismuth,83.0,25.4mm Cube,38.0,86.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Bi50mm,Bismuth Metal Cube 99.99%,Bi,Bismuth,83.0,50mm Cube,175.0,0.0,Active,No,"class:common, form:cube, purity:4N, size:micro",Out of stock
Nb10.1mm,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,10mm Cube,4.4,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Nb10mm,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,10mm Cube,12.5,122.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb10mm_pur,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,10mm Cube,15.0,57.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb10mm_yel,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,10mm Cube,15.0,65.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb10mm_blue,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,10mm Cube,15.0,53.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb10mm_gre,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,10mm Cube,15.0,63.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb10mm_mc,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,10mm Cube,18.0,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Nb25.4mm,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,25.4mm Cube,90.0,32.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb25.4mm_blue,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,25.4mm Cube,96.0,25.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb25.4mm_yellow,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,25.4mm Cube,96.0,10.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb25.4mm_purple,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,25.4mm Cube,96.0,33.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb25.4mm_green,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,25.4mm Cube,96.0,9.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb25.4mm_indigo,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,25.4mm Cube,96.0,7.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Nb25.4mm_rainbow,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,25.4mm Cube,96.0,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Nb50mm,Niobium Metal Cube 99.95%,Nb,Niobium,41.0,50mm Cube,536.0,12.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ba10mm_sg,Barium Metal Cube 99.9%,Ba,Barium,56.0,10mm Cube,20.0,0.0,Active,No,"class:reactive, form:cube, purity:3N, size:micro",Out of stock
Ba10mm,Barium Metal Cube 99.9%,Ba,Barium,56.0,10mm Cube,257.25,0.0,Active,No,"class:reactive, form:cube, purity:3N, size:micro",Out of stock
Ba25.4mm_dome,Barium Metal Cube 99.9%,Ba,Barium,56.0,25.4mm Cube,250.0,0.0,Active,No,"class:reactive, form:cube, purity:3N, size:micro",Out of stock
Sc10.1mm,Scandium Metal Cube 99.9%,Sc,Scandium,21.0,10mm Cube,4.0,0.0,Active,No,"class:mid, form:cube, purity:3N, size:micro",Out of stock
Sc10mm,Scandium Metal Cube 99.9%,Sc,Scandium,21.0,10mm Cube,89.0,125.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Sc25.4mm,Scandium Metal Cube 99.9%,Sc,Scandium,21.0,25.4mm Cube,2325.0,8.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ni10.1mm,Nickel Metal Cube 99.95%,Ni,Nickel,28.0,10mm Cube,4.4,10.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ni10mm,Nickel Metal Cube 99.95%,Ni,Nickel,28.0,10mm Cube,8.0,110.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ni25.4mm,Nickel Metal Cube 99.95%,Ni,Nickel,28.0,25.4mm Cube,34.0,48.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Ni50mm,Nickel Metal Cube 99.95%,Ni,Nickel,28.0,50mm Cube,183.75,9.0,Active,Yes,"class:mid, form:cube, purity:3N, size:micro",
Mn10.1mm,Manganese Metal Cube 99.99%,Mn,Manganese,25.0,10mm Cube,1.25,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
Mn10mm,Manganese Metal Cube 99.99%,Mn,Manganese,25.0,10mm Cube,42.0,53.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Mn25.4mm,Manganese Metal Cube 99.99%,Mn,Manganese,25.0,25.4mm Cube,336.0,19.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Mn50mm,Manganese Metal Cube 99.99%,Mn,Manganese,25.0,50mm Cube,800.0,2.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
S10.1mm,Sulfur Cube 99.9%,S,Sulfur,16.0,10mm Cube,4.4,4.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
S10mm,Sulfur Cube 99.9%,S,Sulfur,16.0,10mm Cube,14.0,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
S25.4mm,Sulfur Cube 99.9%,S,Sulfur,16.0,25.4mm Cube,35.0,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
S50mm,Sulfur Cube 99.9%,S,Sulfur,16.0,50mm Cube,47.0,1.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
In10.1mm,Indium Metal Cube 99.99%,In,Indium,49.0,10mm Cube,1.25,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
In10mm,Indium Metal Cube 99.99%,In,Indium,49.0,10mm Cube,24.0,44.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
In25.4mm,Indium Metal Cube 99.99%,In,Indium,49.0,25.4mm Cube,180.0,22.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
In50mm,Indium Metal Cube 99.99%,In,Indium,49.0,50mm Cube,500.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
Pb10.1mm,Lead Metal Cube 99.95%,Pb,Lead,82.0,10mm Cube,1.25,26.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Pb10mm,Lead Metal Cube 99.95%,Pb,Lead,82.0,10mm Cube,8.0,116.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Pb10mm_mp,Lead Metal Cube 99.95%,Pb,Lead,82.0,10mm Cube,34.0,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
Pb25.4mm,Lead Metal Cube 99.95%,Pb,Lead,82.0,25.4mm Cube,25.0,21.0,Active,Yes,"class:common, form:cube, purity:3N, size:micro",
Pb50mm,Lead Metal Cube 99.95%,Pb,Lead,82.0,50mm Cube,50.0,0.0,Active,No,"class:common, form:cube, purity:3N, size:micro",Out of stock
Te10.1mm,Tellurium Metal Cube 99.99%,Te,Tellurium,52.0,10mm Cube,4.4,2.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Te10mm,Tellurium Metal Cube 99.99%,Te,Tellurium,52.0,10mm Cube,22.5,30.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Te25.4mm,Tellurium Metal Cube 99.99%,Te,Tellurium,52.0,25.4mm Cube,476.0,9.0,Active,Yes,"class:mid, form:cube, purity:4N, size:micro",
Te50mm,Tellurium Metal Cube 99.99%,Te,Tellurium,52.0,50mm Cube,750.0,0.0,Active,No,"class:mid, form:cube, purity:4N, size:micro",Out of stock
Lu10.1mm,Lutetium Metal Cube 99.95%,Lu,Lutetium,71.0,10mm Cube,15.0,0.0,Active,No,"class:exotic, form:cube, purity:3N, size:micro",Out of stock
Lu10mm,Lutetium Metal Cube 99.95%,Lu,Lutetium,71.0,10mm Cube,135.0,30.0,Active,Yes,"class:exotic, form:cube, purity:3N, size:micro",
Lu25.4mm,Lutetium Metal Cube 99.95%,Lu,Lutetium,71.0,25.4mm Cube,2150.0,6.0,Active,Yes,"class:exotic, form:cube, purity:3N, size:micro",
Si10.1mm,Silicon Metal Cube 99.99%,Si,Silicon,14.0,10mm Cube,1.25,9.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Si10mm,Silicon Metal Cube 99.99%,Si,Silicon,14.0,10mm Cube,9.0,40.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
Si25.4mm,Silicon Metal Cube 99.99%,Si,Silicon,14.0,25.4mm Cube,63.0,63.0,Active,Yes,"class:common, form:cube, purity:4N, size:micro",
