"ID","Handle","Command","Title","Tags","Tags Command","Status","URL","Total Inventory Qty","Variant ID","Variant SKU","Variant Inventory Qty"
"10566113689765","gold-mirror-cube-99-99","MERGE","Gold Mirror Cube 99.99%","class:precious, form:cube, purity:4N, size:micro","REPLACE","Active","https://luciteria.com/products/gold-mirror-cube-99-99","0","47820855345317","Au10mm","0"
"10566113755301","europium-metal-cube-99-95","MERGE","Europium Metal Cube 99.95%","class:exotic, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/europium-metal-cube-99-95","17","47820940574885","Eu10mm_sg","0"
"10566113755301","europium-metal-cube-99-95","MERGE","Europium Metal Cube 99.95%","class:exotic, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/europium-metal-cube-99-95","17","47820940607653","Eu10mm","17"
"10566113755301","europium-metal-cube-99-95","MERGE","Europium Metal Cube 99.95%","class:exotic, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/europium-metal-cube-99-95","17","47820940640421","Eu25.4mm_dome","0"
"10566113886373","palladium-cube-99-95","MERGE","Palladium Cube 99.95%","class:precious, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/palladium-cube-99-95","12","47820856557733","Pd10.1mm_0.1g","10"
"10566113886373","palladium-cube-99-95","MERGE","Palladium Cube 99.95%","class:precious, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/palladium-cube-99-95","12","47820856590501","Pd10.1mm_1g","2"
"10566113886373","palladium-cube-99-95","MERGE","Palladium Cube 99.95%","class:precious, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/palladium-cube-99-95","12","47820856623269","Pd10mm","0"
"10566113951909","iridium-mirror-cube-99-95","MERGE","Iridium Mirror Cube 99.95%","class:precious, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/iridium-mirror-cube-99-95","0","47820855541925","Ir10.1mm_0.1g","0"
"10566113951909","iridium-mirror-cube-99-95","MERGE","Iridium Mirror Cube 99.95%","class:precious, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/iridium-mirror-cube-99-95","0","47820855574693","Ir10mm","0"
"10566114050213","platinum-mirror-cube-99-95","MERGE","Platinum Mirror Cube 99.95%","class:precious, form:cube, purity:3N, size:micro","REPLACE","Active","https://luciteria.com/products/platinum-mirror-cube-99-95","5","47820857016485","Pt10.1mm_0.1g","5"
