"ID","Handle","Command","Title","Tags","Tags Command","Status","URL","Total Inventory Qty","Variant ID","Variant SKU","Variant Inventory Qty"
"10547105366181","strontium-2-lucite-cube","MERGE","Strontium 50mm Lucite Cube","class:reactive, form:lucite, lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/strontium-2-lucite-cube","4","47746564587685","Sr2x2","4"
"10547105431717","sodium-cube","MERGE","Sodium 50mm Lucite Cube","class:reactive, form:lucite, lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/sodium-cube","8","47746564653221","Na2x2","8"
"10547105628325","cerium-2-lucite-cube","MERGE","Cerium 50mm Lucite Cube","class:exotic, form:lucite, lucite, purity:4N, size:large","REPLACE","Active","https://luciteria.com/products/cerium-2-lucite-cube","7","47746564849829","Ce2x2","7"
"10547105759397","chromium-acrylic-cube","MERGE","Chromium 50mm Lucite Cube","class:mid, form:lucite, lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/chromium-acrylic-cube","4","47746564980901","Cr2x2","4"
"10547106021541","antimony-2-lucite-cube","MERGE","Antimony 50mm Lucite Cube","class:mid, form:lucite, lucite, purity:5N, size:large","REPLACE","Active","https://luciteria.com/products/antimony-2-lucite-cube","5","47746565243045","Sb2x2","5"
"10547106185381","chlorine-liquefied-2-cube","MERGE","Chlorine (liquid) 50mm Lucite Cube","class:exotic, form:lucite, lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/chlorine-liquefied-2-cube","4","47746565406885","Cl2x2_liq","4"
"10547106316453","niobium-cube","MERGE","Niobium Metal Cube 99.95%","class:mid, cubes, form:cube, purity:3N, size:micro","REPLACE","Archived","https://luciteria.com/products/niobium-cube","0","47809816363173","Nb10.1mm","0"
"10547106939045","uranium-cube","MERGE","Uranium Metal Cube","class:exotic, cubes, form:cube, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/uranium-cube","0","47810166620325","U10.1mm_empty","0"
"10547107430565","lutetium-50mm-cube","MERGE","Lutetium 50mm Lucite Cube","class:exotic, form:lucite, purity:3N, size:large","REPLACE","Active","https://luciteria.com/products/lutetium-50mm-cube","0","47746566717605","Lu2x2","0"
"10547108151461","sulfur-50mm-lucite-cube","MERGE","Sulfur 50mm Lucite Cube","class:common, form:lucite, lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/sulfur-50mm-lucite-cube","7","47746567602341","S2x2","7"
"10547108675749","lead-cube","MERGE","Lead Metal Cube 99.95%","class:common, cubes, form:cube, purity:3N, size:micro","REPLACE","Archived","https://luciteria.com/products/lead-cube","26","47809816330405","Pb10.1mm","26"
"10547109331109","tennessine-50mm-cube","MERGE","Tennessine 50mm Lucite Cube","form:lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/tennessine-50mm-cube","2","47746568945829","Ts2x2_film","2"
"10547109920933","dubnium-50mm-cube","MERGE","Dubnium 50mm Lucite Cube","form:lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/dubnium-50mm-cube","1","47746569699493","Db2x2_film","1"
"10547110052005","protactinium-50mm-lucite-cube","MERGE","Protactinium 50mm Lucite Cube","class:exotic, form:lucite, lucite, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/protactinium-50mm-lucite-cube","2","47746569830565","Pa2x2","2"
"10547110510757","magnesium-50mm-cube","MERGE","Magnesium 50mm Lucite Cube","class:common, form:lucite, purity:4N, size:large","REPLACE","Draft","https://luciteria.com/products/magnesium-50mm-cube","1","47746570289317","Mg2x2cr","1"
"10547111690405","phosphorus-black-50mm-lucite-cube","MERGE","Phosphorus (Black) 50mm Lucite Cube","class:common, form:lucite, purity:none, size:large","REPLACE","Draft","https://luciteria.com/products/phosphorus-black-50mm-lucite-cube","0","47746571010213","P50mm_blk","0"
"10547111854245","aluminum-50mm-lucite-cube","MERGE","Aluminum 50mm Lucite Cube","class:common, form:lucite, lucite, purity:4N, size:large","REPLACE","Active","https://luciteria.com/products/aluminum-50mm-lucite-cube","4","47746571108517","Al2x2","4"
"10547112607909","large-acrylic-elements-display-case","MERGE","Large Acrylic Elements Display Case","purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/large-acrylic-elements-display-case","4","47746571698341","case50mm","4"
"10547113099429","thorium","MERGE","Thorium","class:exotic, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/thorium","8","47746572386469","31mm_ThO2","8"
"10547113164965","protactinium","MERGE","Protactinium 50mm Lucite Cube","class:exotic, form:lucite, lucite, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/protactinium","4","47746572419237","Pa2x2_film","4"
"10547113754789","chlorine","MERGE","Chlorine","class:exotic, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/chlorine","4","47806031626405","Cl31mm_lq","4"
"10547114049701","greek-key-end-table","MERGE","Greek Key End Table","purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/greek-key-end-table","10","47746572943525","GreekKey","10"
"10547114115237","round-occasional-table","MERGE","Round Occasional Table","class:common, purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/round-occasional-table","3","47746573009061","SQ2577807","3"
"10547114180773","10mm-ampules-cubes-display-case","MERGE","10mm + Ampules Cubes Display Case","form:ampoule, purity:none, size:display","REPLACE","Active","https://luciteria.com/products/10mm-ampules-cubes-display-case","43","47746573041829","case10mm+Amp","43"
"10547114279077","glass-ampule-display-case","MERGE","Glass Ampule Display Case","form:ampoule, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/glass-ampule-display-case","36","47746573074597","case_amp","36"
"10547114377381","classic-10mm-display-case","MERGE","""Classic"" 10mm Display Case","purity:none, size:large","REPLACE","Archived","https://luciteria.com/products/classic-10mm-display-case","0","47746573140133","10mm_small_case","0"
"10547114442917","periodic-table-tray","MERGE","Periodic Table Tray","purity:none, size:large","REPLACE","Archived","https://luciteria.com/products/periodic-table-tray","0","47746573205669","Tray","0"
"10547114541221","254mm-cubes-display-case","MERGE","25.4mm Cubes Display Case","displays, form:cube, purity:none, size:display","REPLACE","Active","https://luciteria.com/products/254mm-cubes-display-case","0","47746573271205","case25.4mm","0"
"10547114737829","wood-glass-protector-case","MERGE","Wood & Glass Protector Case","purity:none, size:large","REPLACE","Archived","https://luciteria.com/products/wood-glass-protector-case","0","47746573303973","Wooden_case","0"
"10547114836133","31mm-rounds-display-case","MERGE","31mm Rounds Display Case","purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/31mm-rounds-display-case","2","47746573369509","31mm_case","2"
"10547114934437","large-display-case","MERGE","50mm Cubes Display Case","displays, form:cube, purity:none, size:display","REPLACE","Active","https://luciteria.com/products/large-display-case","4","47746573435045","case50mm","4"
"10547114967205","storage-case","MERGE","Storage Case","purity:none, size:large","REPLACE","Archived","https://luciteria.com/products/storage-case","30","47746573500581","Storage_case","30"
"10547115131045","acrylic-boxes","MERGE","Acrylic Boxes","displays, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/acrylic-boxes","532","47746573598885","box10.1mm","0"
"10547115131045","acrylic-boxes","MERGE","Acrylic Boxes","displays, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/acrylic-boxes","532","47806030872741","box25.7mm","446"
"10547115131045","acrylic-boxes","MERGE","Acrylic Boxes","displays, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/acrylic-boxes","532","47806030905509","box51mm","86"
"10547115262117","sbwf4t","MERGE","Argon gas","class:exotic, purity:3N, size:large","REPLACE","Draft","https://luciteria.com/products/sbwf4t","0","47746573664421","Argon_100","0"
"10547115393189","w5dh3","MERGE","A. Lungu","class:precious, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/w5dh3","0","47746573762725","Re1g","0"
"10547115425957","steel-ring","MERGE","Steel Ring","purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/steel-ring","47","47746573795493","Steel_ring","47"
"10547115491493","irregular-lucite-acrylic-50mm-cube","MERGE","Irregular Lucite acrylic 50mm cube","form:lucite, purity:none, size:large","REPLACE","Archived","https://luciteria.com/products/irregular-lucite-acrylic-50mm-cube","54","47746573861029","50mm_fail","54"
"10547115589797","i2iyrjs","MERGE","10mm make up set 15pc > 30pc","purity:none, size:large","REPLACE","Archived","https://luciteria.com/products/i2iyrjs","-1","47746573992101","Diff_set>30","-1"
"10547115720869","oa8mj4","MERGE","Acrylic display for 10mm cubes and ampules","form:ampoule, purity:none, size:large","REPLACE","Draft","https://luciteria.com/products/oa8mj4","1","47746577334437","10mm_SPECIAL","1"
"10547115786405","cqs93j","MERGE","10mm make up set 30pc > 50pc","class:mid, purity:none, size:large","REPLACE","Archived","https://luciteria.com/products/cqs93j","2","47746577465509","Set30>50","2"
"10547115851941","et95ol","MERGE","30ml Plastic Tube","displays, purity:none, size:small","REPLACE","Active","https://luciteria.com/products/et95ol","322","47746577563813","30ml_tube","322"
"10547115917477","gadolinium-metal","MERGE","Gadolinium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/gadolinium-metal","8","47746577662117","Gd31mm","8"
"10547116048549","neodymium-metal","MERGE","Neodymium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/neodymium-metal","6","47746577793189","Nd31mm_amp","6"
"10547116146853","erbium-metal","MERGE","Erbium","class:exotic, purity:4N, size:small","REPLACE","Archived","https://luciteria.com/products/erbium-metal","2","47746577891493","Er31mm","2"
"10547116179621","antimony-31mm-round","MERGE","Antimony","class:mid, purity:6N, size:small","REPLACE","Archived","https://luciteria.com/products/antimony-31mm-round","1","47746577957029","Sb31mm","1"
"10547116212389","ytterbium-metal","MERGE","Ytterbium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/ytterbium-metal","90","47746577989797","Yb31mm_5g","90"
"10547116343461","chlorine-25mm-cube","MERGE","Chlorine","class:exotic, domes, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/chlorine-25mm-cube","4","47746578120869","Cl31mm_lq","4"
"10547116408997","terbium-metal","MERGE","Terbium","class:exotic, purity:3N, size:small","REPLACE","Archived","https://luciteria.com/products/terbium-metal","0","47746578219173","Tb31mm_1g","0"
"10547116441765","tin-metal","MERGE","Tin","class:common, purity:4N, size:small","REPLACE","Archived","https://luciteria.com/products/tin-metal","79","47746578284709","Sn31mm_5g","79"
"10547116507301","beryllium-for-sale","MERGE","Beryllium","class:mid, domes, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/beryllium-for-sale","0","47746578350245","Be31mm","0"
"10547116540069","dysprosium-metal","MERGE","Dysprosium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/dysprosium-metal","0","47746578383013","Dy31mm","0"
"10547116605605","thallium-metal","MERGE","Thallium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/thallium-metal","3","47746578448549","Tl31mm","3"
"10547116638373","chromium-25mm-cube","MERGE","Chromium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/chromium-25mm-cube","14","47746578514085","Cr31mm","14"
"10547116671141","carbon-vitreous","MERGE","Carbon","class:common, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/carbon-vitreous","65","47746578546853","C31mm","65"
"10547116769445","aluminum-31mm-round","MERGE","Aluminum","class:common, purity:4N, size:small","REPLACE","Archived","https://luciteria.com/products/aluminum-31mm-round","75","47746578645157","Al31mm","75"
"10547116867749","gold-metal","MERGE","Gold","class:precious, purity:3N, size:small","REPLACE","Archived","https://luciteria.com/products/gold-metal","5","47746578743461","Au31mm_100mg","5"
"10547116900517","bismuth-crystal","MERGE","Bismuth","class:common, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/bismuth-crystal","2","47746578808997","Bi31mm","2"
"10547116933285","copper-metal","MERGE","Copper","class:common, purity:6N, size:small","REPLACE","Archived","https://luciteria.com/products/copper-metal","3","47746578841765","Cu31mm","3"
"10547117064357","cobalt-metal","MERGE","Cobalt","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/cobalt-metal","0","47746578972837","Co31mm","0"
"10547117097125","gallium-metal","MERGE","Gallium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/gallium-metal","0","47746579005605","Ga31mm","0"
"10547117228197","mercury-metal","MERGE","Mercury","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/mercury-metal","0","47746582085797","Hg31mm_amp","0"
"10547117293733","holmium-metal","MERGE","Holmium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/holmium-metal","76","47746582151333","Ho31mm","76"
"10547117359269","iodine-crystals","MERGE","Iodine","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/iodine-crystals","0","47746582216869","I31mm_amp","0"
"10547117392037","iridium-metal","MERGE","Iridium","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/iridium-metal","4","47746582249637","Ir31mm_0.1g","4"
"10547117457573","lutetium-metal","MERGE","Lutetium","class:exotic, purity:3N, size:micro","REPLACE","Archived","https://luciteria.com/products/lutetium-metal","1","47746582347941","Lu31mm","1"
"10547117490341","magnesium-metal","MERGE","Magnesium","class:common, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/magnesium-metal","73","47746582413477","Mg31mm","73"
"10547117523109","strontium-metal","MERGE","Strontium","class:reactive, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/strontium-metal","2","47746582446245","Sr31mm_amp","2"
"10547117588645","manganese-metal","MERGE","Manganese","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/manganese-metal","70","47746582511781","Mn31mm","70"
"10547117686949","nickel-metal","MERGE","Nickel","class:mid, purity:3N, size:small","REPLACE","Archived","https://luciteria.com/products/nickel-metal","0","47746582610085","Ni31mm","0"
"10547117719717","osmium-metal","MERGE","Osmium","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/osmium-metal","0","47746582642853","Os31mm_1g","0"
"10547117752485","phosphorus-red","MERGE","Phosphorus","class:common, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/phosphorus-red","33","47746582675621","P31mm","33"
"10547117818021","tellurium-metal","MERGE","Tellurium","class:mid, purity:7N, size:small","REPLACE","Archived","https://luciteria.com/products/tellurium-metal","88","47746582741157","Te31mm","88"
"10547117850789","lead-metal","MERGE","Lead","class:common, purity:3N, size:small","REPLACE","Archived","https://luciteria.com/products/lead-metal","4","47746582773925","Pb31mm","4"
"10547117883557","rhenium-metal","MERGE","Rhenium","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/rhenium-metal","21","47746582806693","Re31mm","21"
"10547117916325","sulfur-crystals","MERGE","Sulfur","class:common, purity:4N, size:micro","REPLACE","Archived","https://luciteria.com/products/sulfur-crystals","29","47746582839461","S31mm_1g","29"
"10547117981861","scandium-metal","MERGE","Scandium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/scandium-metal","3","47746582904997","Sc31mm","3"
"10547118014629","lithium-metal","MERGE","Lithium","class:reactive, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/lithium-metal","1","47746582937765","Li31mm","1"
"10547118047397","selenium-element","MERGE","Selenium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/selenium-element","77","47746582970533","Se31mm_1g","77"
"10547118112933","titanium-metal","MERGE","Titanium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/titanium-metal","0","47746583003301","Ti31mm_1g","0"
"10547118145701","vanadium-metal","MERGE","Vanadium","class:mid, domes, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/vanadium-metal","54","47746583068837","V31mm_1g","54"
"10547118178469","tungsten-metal","MERGE","Tungsten","class:mid, purity:3N, size:small","REPLACE","Archived","https://luciteria.com/products/tungsten-metal","5","47746583101605","W31mm_1g","5"
"10547118211237","cadmium-31mm-round","MERGE","Cadmium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/cadmium-31mm-round","0","47746583134373","Cd31mm","0"
"10547118244005","thorium-dioxide","MERGE","Thorium Dioxide","Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake","REPLACE","Draft","https://luciteria.com/products/thorium-dioxide","2","47809816395941","TD15x60mm_1g","1"
"10547118244005","thorium-dioxide","MERGE","Thorium Dioxide","Ammonium Diuranate, class:exotic, purity:none, size:small, Uranium, yellowcake","REPLACE","Draft","https://luciteria.com/products/thorium-dioxide","2","47809816428709","TD15x60mm_10g","1"
"10547118276773","boron-metallic-element","MERGE","Boron","class:common, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/boron-metallic-element","65","47746583199909","B31mm","65"
"10547118309541","cerium-metal","MERGE","Cerium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/cerium-metal","6","47746583232677","Ce31mm","6"
"10547118375077","germanium-metal","MERGE","Germanium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/germanium-metal","1","47746583298213","Ge31mm","1"
"10547118407845","zirconium-metal","MERGE","Zirconium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/zirconium-metal","0","47746583330981","Zr31mm_5g","0"
"10547118440613","yttrium-metal","MERGE","Yttrium","class:mid, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/yttrium-metal","80","47746583363749","Y31mm_3g","80"
"10547118506149","calcium-metal","MERGE","Calcium","class:reactive, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/calcium-metal","4","47746583429285","Ca31mm","4"
"10547118538917","molybdenum-metal","MERGE","Molybdenum","class:mid, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/molybdenum-metal","1","47746583462053","Mo31mm","1"
"10547118604453","indium-metal","MERGE","Indium","class:mid, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/indium-metal","77","47746583494821","In31mm","77"
"10547118637221","potassium-metal","MERGE","Potassium","class:reactive, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/potassium-metal","9","47746583560357","K31mm_amp","9"
"10547118669989","tantalum-metal","MERGE","Tantalum","class:mid, purity:4N, size:small","REPLACE","Archived","https://luciteria.com/products/tantalum-metal","86","47746583593125","Ta31mm_1g","86"
"10547118702757","zinc-metal","MERGE","Zinc","class:common, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/zinc-metal","82","47746583625893","Zn31mm_5g","82"
"10547118735525","cesium-31mm-round","MERGE","Cesium","class:reactive, purity:4N, size:small","REPLACE","Archived","https://luciteria.com/products/cesium-31mm-round","0","47746583658661","Cs31mm","0"
"10547118768293","niobium-metal","MERGE","Niobium","class:mid, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/niobium-metal","0","47746583691429","Nb31mm_multi","0"
"10547118833829","barium-metal","MERGE","Barium","class:reactive, form:bar, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/barium-metal","4","47746583756965","Ba31mm","4"
"10547118866597","samarium-metal","MERGE","Samarium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/samarium-metal","5","47746583789733","Sm31mm_1g","5"
"10547118899365","silver-metal","MERGE","Silver","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/silver-metal","8","47746583822501","Ag31mm","8"
"10547118932133","rhodium-metal","MERGE","Rhodium","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/rhodium-metal","0","47746583855269","Rh31mm_100mg","0"
"10547118964901","thulium-metal","MERGE","Thulium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/thulium-metal","86","47746583888037","Tm31mm_3g","86"
"10547119030437","uranium-metal","MERGE","Uranium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/uranium-metal","0","47746583953573","U31mm_1g","0"
"10547119063205","silicon-metal","MERGE","Silicon","class:common, purity:9N, size:small","REPLACE","Archived","https://luciteria.com/products/silicon-metal","24","47746583986341","Si31mm_1g","24"
"10547119095973","palladium-metal","MERGE","Palladium","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/palladium-metal","1","47746584019109","Pd31mm_100mg","1"
"10547119128741","hydrogen-gas","MERGE","Hydrogen","class:exotic, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/hydrogen-gas","9","47746584051877","H31mm","9"
"10547119161509","neon-gas","MERGE","Neon","class:exotic, purity:3N, size:small","REPLACE","Archived","https://luciteria.com/products/neon-gas","10","47746584084645","Ne31mm","10"
"10547119227045","fluorine-gas","MERGE","Fluorine gas","class:exotic, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/fluorine-gas","0","47809816264869","F_FBB","0"
"10547119259813","oxygen-gas","MERGE","Oxygen","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/oxygen-gas","5","47746584182949","O31mm","5"
"10547119292581","nitrogen-gas","MERGE","Nitrogen","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/nitrogen-gas","78","47746584215717","N31mm","78"
"10547119325349","helium-gas","MERGE","Helium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/helium-gas","4","47746584248485","He31mm","4"
"10547119358117","krypton-gas","MERGE","Krypton","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/krypton-gas","2","47746584281253","Kr31mm","2"
"10547119390885","bromine-liquid","MERGE","Bromine","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/bromine-liquid","0","47746584314021","Br31mm_lq","0"
"10547119423653","praseodymium-metal","MERGE","Praseodymium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/praseodymium-metal","9","47746584346789","Pr31mm_amp","9"
"10547119456421","lanthanum-metal","MERGE","Lanthanum","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/lanthanum-metal","2","47746584379557","La31mm_amp","2"
"10547119489189","rubidium-metal","MERGE","Rubidium","class:reactive, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/rubidium-metal","0","47746584412325","Rb31mm_amp","0"
"10547119521957","ruthenium-metal","MERGE","Ruthenium","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/ruthenium-metal","2","47746584445093","Ru31mm","2"
"10547119554725","sodium-metal","MERGE","Sodium","class:reactive, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/sodium-metal","4","47746584477861","Na31mm_amp","4"
"10547119587493","full-sets-with-display-case","MERGE","Full Sets with Display Case","purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/full-sets-with-display-case","374","47746584510629","31mm_case_2","2"
"10547119587493","full-sets-with-display-case","MERGE","Full Sets with Display Case","purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/full-sets-with-display-case","374","47806036279461","31mm_basic","0"
"10547119587493","full-sets-with-display-case","MERGE","Full Sets with Display Case","purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/full-sets-with-display-case","374","47806036312229","31mm_full","0"
"10547119587493","full-sets-with-display-case","MERGE","Full Sets with Display Case","purity:none, size:display","REPLACE","Archived","https://luciteria.com/products/full-sets-with-display-case","374","47806036344997","31mm_container","372"
"10547119620261","platinum-metal","MERGE","Platinum","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/platinum-metal","31","47746584543397","Pt31mm_100mg","31"
"10547119653029","arsenic-metal","MERGE","Arsenic","class:mid, domes, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/arsenic-metal","0","47746584576165","As31mm","0"
"10547119718565","europium-metal","MERGE","Europium","class:exotic, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/europium-metal","2","47746584641701","Eu31mm","2"
"10547119751333","xenon-gas","MERGE","Xenon","class:exotic, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/xenon-gas","0","47746584674469","Xe31mm","0"
"10547119784101","hafnium-metal","MERGE","Hafnium","class:mid, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/hafnium-metal","0","47746584707237","Hf31mm","0"
"10547119816869","empty-31mm-round-plastic-container","MERGE","Empty 31mm round plastic container","displays, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/empty-31mm-round-plastic-container","218","47746584740005","31mm_container_2","218"
"10547119849637","argon","MERGE","Argon","class:exotic, purity:none, size:micro","REPLACE","Archived","https://luciteria.com/products/argon","66","47746584772773","Ar31mm","66"
"10547119882405","buy-tellurium","MERGE","Tellurium metal 99.999%","class:mid, elements, purity:5N, size:micro","REPLACE","Archived","https://luciteria.com/products/buy-tellurium","6","47809816232101","Te1g_bot","6"
"10547120144549","carbon","MERGE","Carbon","class:common, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/carbon","65","47806032019621","C31mm","65"
"10547121160357","buy-samarium","MERGE","Samarium metal 99.9%","class:exotic, purity:3N, size:micro","REPLACE","Draft","https://luciteria.com/products/buy-samarium","0","47809814397093","Sm1g_bot","0"
"10547121389733","platinum","MERGE","Platinum","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/platinum","31","47806036410533","Pt31mm_100mg","31"
"10547121389733","platinum","MERGE","Platinum","class:precious, purity:none, size:small","REPLACE","Archived","https://luciteria.com/products/platinum","31","47806036443301","Pt31mm_1g","0"
"10547121881253","buy-scandium","MERGE","Scandium metal 99.9%","class:mid, purity:3N, size:micro","REPLACE","Draft","https://luciteria.com/products/buy-scandium","15","47746586935461","Sc1g_bottle","15"
"10547122503845","titanium-metal-999-eggs","MERGE","Titanium metal 99.95% ""eggs""","class:mid, purity:3N, size:small","REPLACE","Draft","https://luciteria.com/products/titanium-metal-999-eggs","0","47746587721893","Ti_egg_blue","0"
"10547122798757","fluorine-gas-33","MERGE","Fluorine gas","class:exotic, elements, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/fluorine-gas-33","0","47809812791461","F_FBB","0"
"10547123355813","one-of-each-set","MERGE","""One of Each"" Set","elements, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/one-of-each-set","42","47746588573861","case_amp_2","36"
"10547123355813","one-of-each-set","MERGE","""One of Each"" Set","elements, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/one-of-each-set","42","47806051614885","case1g_85bot","6"
"10547123355813","one-of-each-set","MERGE","""One of Each"" Set","elements, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/one-of-each-set","42","47806051647653","set1g_46","0"
"10547123355813","one-of-each-set","MERGE","""One of Each"" Set","elements, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/one-of-each-set","42","47806051680421","set1g_35","0"
"10547123355813","one-of-each-set","MERGE","""One of Each"" Set","elements, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/one-of-each-set","42","47806051713189","set1g_4","0"
"10547123355813","one-of-each-set","MERGE","""One of Each"" Set","elements, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/one-of-each-set","42","47806051745957","set1g_85","0"
"10547123355813","one-of-each-set","MERGE","""One of Each"" Set","elements, purity:none, size:large","REPLACE","Active","https://luciteria.com/products/one-of-each-set","42","47806051778725","1g_bottle","0"
"10547123421349","purple-gold","MERGE","Purple Gold","class:precious, elements, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/purple-gold","15","47746588639397","Au_pur_0.1g","5"
"10547123421349","purple-gold","MERGE","Purple Gold","class:precious, elements, purity:none, size:micro","REPLACE","Active","https://luciteria.com/products/purple-gold","15","47806051844261","Au_pur_1g","10"
"10547124240549","sulfur-crystals-9999","MERGE","Sulfur crystals 99.99%","class:common, elements, form:crystal, purity:4N, size:small","REPLACE","Archived","https://luciteria.com/products/sulfur-crystals-9999","5","47809812070565","S10.1mm","5"
